"","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_1_facebook_likes","gross","actor_2_facebook_likes","num_voted_users","cast_total_facebook_likes","facenumber_in_poster","num_user_for_reviews","budget","imdb_score","movie_facebook_likes","title_year"
"293",267,106,12000,385,18000,65452312,464,149998,19906,1,285,1e+08,6.4,0,2009
"294",180,98,80,708,22000,148383780,713,85531,24082,10,152,1e+08,5.5,0,2010
"295",265,116,285,107,12000,119219978,8000,189806,20233,2,316,1e+08,6.7,16000,2010
"296",81,115,55,383,1000,101228120,773,84424,3454,1,131,1e+08,6.1,0,1996
"297",765,165,16000,265,29000,162804648,11000,955174,40978,1,1193,1e+08,8.5,199000,2012
"298",80,91,21,542,2000,100117603,700,102933,4842,0,230,1e+08,6.9,0,1996
"299",141,78,10,253,558,89296573,452,128285,2039,1,297,1e+08,7.3,0,2000
"300",383,103,165,13000,26000,85017401,13000,246803,57881,3,474,9.2e+07,6.7,108000,2012
"301",193,131,226,341,12000,173005002,625,255447,13679,0,692,1e+08,6.9,0,2004
"302",170,104,14,203,3000,75030163,762,108076,4487,0,1690,1e+08,5.1,0,2006
"303",333,101,0,279,925,77222184,468,87677,1738,0,388,1e+08,6.8,11000,2009
"304",256,111,456,394,20000,34964818,548,39956,21393,4,186,1.5e+08,5.8,24000,2015
"305",203,102,77,120,14000,107515297,151,85833,14552,2,113,1e+08,6.7,17000,2013
"306",321,103,207,3000,40000,67631157,11000,176598,55175,0,374,1e+08,6,25000,2010
"307",174,121,0,595,1000,66862068,1000,89509,3903,0,524,8.3e+07,5.7,2000,1999
"308",166,143,380,452,29000,57366262,3000,400292,33160,0,657,1e+08,8,14000,2006
"309",606,240,17000,4000,29000,116866727,11000,780588,46057,3,1138,1e+08,8.2,138000,2013
"310",144,121,541,680,920,184031112,710,190786,2880,4,539,1e+08,5.4,0,1995
"311",192,129,719,423,660,54700065,475,221521,2031,0,1049,1.05e+08,7.2,0,1997
"312",511,172,670,1000,15000,27098580,5000,284825,22686,5,828,1.02e+08,7.5,124000,2012
"313",188,101,0,577,2000,55673333,653,65785,4286,1,160,8e+07,7,16000,2010
"314",212,87,26,566,827,40198710,825,87451,3144,0,660,1e+08,3.3,0,2004
"315",245,101,420,467,12000,72660029,3000,115687,16235,0,269,1e+08,6,21000,2014
"316",127,95,63,720,23000,38120554,770,71527,26940,0,217,1.4e+08,7.1,0,2002
"317",167,102,52,526,8000,49392095,735,52029,10552,1,224,1e+08,5.4,0,2009
"318",320,131,385,11000,26000,39292022,13000,127258,52610,15,351,9e+07,6.1,56000,2014
"319",163,114,19,848,1000,28772222,897,33953,3962,1,163,1.05e+08,5.3,37000,2015
"320",78,94,6,227,490,17010646,294,40751,1195,0,239,8.4e+07,2.2,881,2005
"321",289,122,2000,571,26000,24985612,911,71782,28328,0,161,1e+08,7,27000,2015
"322",66,95,31,683,3000,4411102,695,20295,6161,1,164,1e+08,3.8,416,2002
"323",266,115,521,95,13000,35024475,537,110364,13761,1,261,1e+08,6.9,0,2010
"324",208,88,20,36,144,130174897,42,27918,309,0,155,9.9e+07,7.2,33000,2015
"325",97,110,342,393,623,10200000,508,18697,1722,0,263,1e+07,7.3,578,1997
"326",202,130,208,591,12000,202007640,3000,248045,15972,5,890,9.8e+07,6.3,0,2001
"327",233,216,17000,1000,29000,77679638,14000,314033,47657,3,1166,1e+08,7.5,0,2002
"328",136,146,611,28,23000,9213,196,38690,23240,2,130,9.4e+07,7.6,13000,2011
"329",154,85,9,970,12000,58867694,11000,54077,25590,0,112,1e+08,6.8,0,2007
"330",169,93,0,465,11000,59475623,2000,49739,13748,1,407,9e+07,5.2,0,2004
"331",200,152,0,557,2000,108638745,820,292022,4270,0,1103,9.2e+07,7.7,10000,2001
"332",255,85,116,329,8000,86897182,331,106790,9271,0,177,9.5e+07,6.2,18000,2012
"333",173,126,0,10000,14000,63540020,13000,343274,39319,2,742,9.3e+07,7.7,18000,1997
"334",221,146,127,722,962,95328937,740,59581,4555,4,293,1e+08,4.3,0,2010
"335",82,89,10,442,2000,50802661,919,58300,3372,1,139,9.5e+07,6.9,0,2000
"336",233,88,20,916,22000,161317423,1000,145321,25354,0,139,9.5e+07,6.6,14000,2012
"337",343,105,0,502,2000,201148159,520,103737,4671,1,322,9.5e+07,7,56000,2015
"338",308,135,0,310,873,43982842,560,125109,2370,1,593,6.5e+07,6.7,16000,2009
"339",301,100,475,799,1000,380838870,939,692482,5641,0,866,9.4e+07,8.2,11000,2003
"340",328,192,0,416,5000,377019252,857,1215718,6434,2,3189,9.4e+07,8.9,16000,2003
"341",294,172,0,857,16000,340478898,5000,1100446,23052,1,2417,9.4e+07,8.7,10000,2002
"342",175,102,44,766,12000,17176900,3000,54501,17098,4,154,9.5e+07,5.5,16000,2014
"343",199,100,165,240,11000,131144183,509,157016,12150,1,824,1.15e+08,5.7,0,2001
"344",355,119,0,968,40000,23014504,11000,172707,54031,1,462,1e+08,6.3,37000,2014
"345",198,92,394,527,693,181166115,595,219501,2574,0,1236,9.3e+07,5.9,0,2001
"346",529,105,81,779,11000,176740650,1000,403836,13118,0,646,9.3e+07,7.6,47000,2011
"347",198,107,70,330,770,71148699,419,68935,1614,0,125,9e+07,6.6,0,2008
"348",412,101,212,476,13000,67344392,787,165618,15481,2,503,9.2e+07,5.3,66000,2013
"349",106,137,102,877,2000,22406362,973,16832,5780,0,267,1.07e+08,6,701,2004
"350",283,115,663,55,1000,261437578,723,479166,1901,0,815,9.2e+07,8,0,2004
"351",61,124,212,810,1000,11000000,903,21102,3611,3,169,9.8e+07,5.6,1000,1995
"352",217,118,0,1000,8000,88761720,3000,141179,14024,0,419,9.5e+07,5.9,9000,2010
"353",175,98,188,602,10000,250147615,826,403014,12998,0,289,9e+07,7.3,0,1997
"354",191,82,487,967,15000,245823397,1000,385871,21275,2,515,9e+07,7.9,0,1999
"355",316,98,12000,1000,18000,81557479,3000,149947,25780,1,326,1e+08,6.8,18000,2010
"356",127,90,420,141,191,226138454,165,160440,664,2,394,9e+07,6.6,0,2001
"357",185,130,0,568,11000,155370362,627,98403,12890,0,683,1e+08,6.6,0,2000
"358",191,90,97,56,622,124870275,526,152601,1227,1,156,1e+08,7,0,2009
"359",188,94,107,117,835,196573705,256,166791,1258,0,132,9e+07,7,0,2009
"360",362,114,0,423,3000,58229120,806,236421,5095,1,515,9e+07,7.3,70000,2013
"361",181,94,368,466,13000,125305545,1000,145350,15419,0,643,9.2e+07,5.5,0,2000
"362",352,151,17000,1000,29000,132373442,13000,873649,45648,0,2054,9e+07,8.5,29000,2006
"363",143,88,7,484,2000,120618403,500,171792,4478,0,222,9e+07,7.5,12000,1998
"364",308,121,0,918,21000,110416702,1000,307539,23484,3,577,9.2e+07,7,0,2008
"365",517,158,21000,585,18000,102515793,1000,330152,20388,1,632,9e+07,7.8,54000,2011
"366",148,128,323,489,13000,100012500,559,299258,14274,1,346,9e+07,7.6,0,1995
"367",415,128,0,727,21000,209019489,979,477300,23996,3,621,9e+07,7.6,20000,2009
"368",1,141,335,635,11000,NA,745,57,13379,2,1,NA,6.1,0,2016
"369",146,95,21,503,12000,84037039,802,72591,15237,0,289,1.2e+08,6.8,0,2001
"370",70,92,12,1000,35000,85884815,1000,9418,38450,0,53,9e+07,5,0,2015
"371",269,121,0,919,10000,83077470,1000,183247,14165,0,440,7.5e+07,7.1,0,2008
"372",198,113,221,503,11000,100018837,600,156348,13446,0,380,9e+07,5.5,0,2008
"373",253,106,0,1000,22000,78747585,11000,89770,35367,0,342,8.8e+07,5.6,39000,2015
"374",281,146,14000,681,3000,78616689,882,238747,6217,0,2153,1e+08,7.1,11000,2001
"375",122,88,50,441,691,75817994,569,32049,2622,0,179,9e+07,4.9,988,2003
"376",159,150,0,135,11000,100853835,1000,200556,12289,2,611,9e+07,7.4,15000,1997
"377",180,119,719,423,833,73209340,624,101834,2356,0,628,9.5e+07,5.7,0,2000
"378",227,128,521,249,591,72515360,249,86152,2100,1,411,8e+07,6.4,0,2005
"379",183,106,87,918,8000,68558662,956,86627,10882,0,204,9e+07,5.9,28000,2013
"380",157,117,101,3000,18000,65653758,11000,102747,33154,1,316,9.5e+07,5.5,0,2003
"381",196,129,209,886,11000,64685359,11000,40862,23031,6,139,9e+07,6.9,15000,2016
"382",64,116,176,84,192,61355436,117,52136,475,0,184,6.8e+07,6.2,0,1997
"383",142,114,12000,307,11000,26871,577,121259,12499,2,361,9.2e+07,7,0,2001
"384",181,114,0,281,3000,60874615,933,60467,4902,0,949,9e+07,5.6,0,2000
"385",240,96,107,350,11000,143618384,560,165333,12071,0,186,9e+07,7,19000,2011
"386",93,132,0,957,49000,58220776,1000,87785,55254,0,362,1e+08,6.8,0,1999
"387",84,104,81,612,3000,47474112,643,58227,5062,0,181,9e+07,5.4,2000,1997
"388",66,111,79,2000,11000,42877165,11000,45602,26088,0,114,8.6e+07,6.1,979,1997
"389",136,138,0,123,14000,35168677,602,49311,15149,1,278,1e+08,6.7,0,2002
"390",369,100,128,78,596,56114221,360,110486,1261,3,695,1.2e+08,4.3,41000,2015
"391",166,129,468,183,919,37567440,691,113065,2024,0,337,2e+07,6.9,0,1982
"392",201,144,2000,537,680,61644321,655,148238,2523,0,529,8.8e+07,8,0,2005
"393",47,110,96,554,887,190562,886,2508,2728,0,24,9e+07,4.4,788,2010
"394",175,140,378,599,12000,120147445,947,57661,13808,0,455,8.7e+07,7.3,0,2003
"395",114,113,101,848,22000,241688385,946,144053,26239,0,395,9.2e+07,6.3,0,1996
"396",187,106,357,4000,23000,144512310,14000,272223,45327,2,988,3.8e+07,6.7,14000,2001
"397",221,143,0,272,15000,233630478,410,394317,15838,1,1051,9e+07,7.7,23000,2000
"398",206,108,750,971,49000,197992827,20000,132501,70996,0,548,1e+08,6.5,0,2006
"399",239,108,521,129,13000,176049130,805,348232,14161,1,806,7.5e+07,7.8,0,2004
"400",142,124,249,936,11000,172620724,10000,146134,23603,1,393,8.5e+07,6.4,0,1997
"401",186,116,0,471,11000,183405771,1000,402645,13028,4,845,8.5e+07,7.8,0,2001
"402",228,110,545,5000,14000,20315324,8000,88542,27694,8,254,7.5e+07,5.8,19000,2011
"403",256,91,266,11000,12000,148313048,11000,164148,37142,2,168,8.5e+07,7.1,28000,2012
"404",222,107,36,118,283,127706877,142,142496,662,2,399,8.5e+07,7.1,0,2007
"405",103,44,NA,148,544,NA,183,159910,996,1,270,NA,8.6,59000,NA
"406",298,115,79,820,18000,126149655,16000,166693,36237,1,276,8.5e+07,6.8,19000,2012
"407",84,100,36,439,2000,66941559,795,26413,4182,1,77,8.5e+07,4.8,372,2000
"408",236,104,420,535,2000,78009155,906,110073,3768,5,194,7.5e+07,6.2,0,2011
"409",157,138,278,213,14000,63224849,3000,182757,17423,3,483,8.5e+07,6.9,19000,2006
"410",81,140,12000,619,10000,111544445,660,188116,11951,4,415,9e+07,7.3,0,1998
"411",187,120,278,963,11000,112703470,2000,69860,15226,2,214,8.5e+07,6.6,0,2009
"412",238,122,0,11000,14000,117144465,13000,256928,43499,3,288,8.5e+07,6.9,0,2007
"413",107,83,28,624,4000,84303558,650,65270,6081,1,100,8.5e+07,6.2,863,2006
"414",459,139,168,1000,14000,150832203,5000,341058,22226,2,713,8.5e+07,6.7,49000,2014
"415",187,131,218,29,5000,51396781,35,188887,5103,1,662,6.8e+07,7.6,0,2001
"416",151,104,532,557,12000,47592825,3000,82731,16930,1,255,8.5e+07,6.7,0,2003
"417",80,130,323,330,670,50016394,442,106528,2407,1,257,7e+07,6.2,0,1993
"418",229,145,252,210,879,57010853,691,119286,2380,1,548,8.5e+07,7.3,0,2005
"419",158,104,681,159,584,62494975,227,179500,1235,5,378,8.5e+07,6,0,2006
"420",190,97,6,561,1000,46440491,579,35446,2707,1,78,1e+08,7.1,0,2011
"421",98,178,102,551,12000,44606335,11000,169023,23950,0,703,9e+07,7.1,10000,1998
"422",135,108,99,172,672,40048332,174,61417,1460,1,339,8.5e+07,5.5,941,2002
"423",84,123,189,87,813,NA,388,19228,1476,0,146,NA,7.8,0,1979
"424",382,106,763,809,8000,64933670,886,70838,11454,1,208,8.5e+07,5.6,18000,2012
"425",393,112,1000,719,10000,31494270,1000,273921,12687,0,522,6e+07,7.5,36000,2010
"426",149,135,36,106,894,31111260,345,77029,1439,0,466,6e+07,5.4,0,2003
"427",94,109,88,571,611,123307945,592,39391,2818,1,171,6.5e+07,4.3,374,2000
"428",138,86,67,271,4000,153288182,2000,71424,6355,3,521,8.4e+07,4.9,0,2002
"429",432,95,38,20,409,13401683,107,203458,578,0,588,3.5e+07,7.1,46000,2012
"430",173,107,153,233,11000,137340146,1000,246492,12700,1,685,7e+07,6.4,7000,2006
"431",127,130,0,602,875,NA,826,29932,2662,0,211,8e+06,6.9,0,1982
"432",91,82,62,615,975,43575716,760,10233,3326,0,63,8.5e+07,4.3,0,2010
"433",238,88,218,521,17000,80170146,4000,243053,21863,0,488,8.5e+07,6.1,0,2008
"434",345,120,0,160,3000,75754670,169,208422,3632,0,342,8.5e+07,7,3000,2008
"435",377,162,21000,495,21000,33048353,15000,301279,36928,0,589,6.5e+07,7.7,12000,2007
"436",170,123,55,956,3000,34543701,975,100001,5839,1,289,8.2e+07,5.9,0,2000
"437",191,101,293,1000,11000,242589580,7000,296904,21276,1,604,8.1e+07,6.7,0,2003
"438",424,113,13000,5000,26000,102981571,13000,270226,46355,9,741,8e+07,6.5,57000,2010
"439",154,110,0,898,10000,180965237,1000,300542,12760,0,378,8e+07,7.1,0,1996
"440",673,142,378,575,34000,407999255,14000,701607,49942,0,1959,7.8e+07,7.3,140000,2012
"441",383,102,480,461,14000,254455986,670,375879,16143,0,402,8e+07,6.5,56000,2011
"442",153,126,13000,390,920,162831698,811,215255,2899,0,610,8e+07,7,0,1992
"443",166,83,12,925,13000,155019340,7000,127345,22813,1,250,8e+07,6.8,0,2006
"444",180,85,255,443,1000,145771527,533,117212,3112,0,367,8e+07,7.2,0,2002
"445",120,97,56,852,12000,82506325,8000,27838,23907,0,102,NA,6.4,0,2006
"446",125,120,75,3000,11000,140459099,4000,135601,22750,0,493,7.5e+07,6.1,0,1998
"447",234,116,23,110,13000,53215979,12000,125036,25220,7,205,8.4e+07,6.7,22000,2013
"448",134,113,88,421,11000,158115031,437,130070,13693,11,316,8.2e+07,6.4,0,2005
"449",91,87,31,733,1000,133103929,1000,22838,4073,0,56,7.5e+07,4.4,0,2011
"450",139,101,221,11000,12000,133668525,11000,107817,39269,4,255,8e+07,5.4,14000,2013
"451",265,110,88,11000,13000,130313314,12000,168172,44798,1,380,8e+07,6.5,0,2008
"452",145,128,278,343,18000,124590960,4000,91092,22679,1,402,8e+07,6.7,0,2003
"453",490,138,17000,163,29000,127968405,223,786092,29585,0,964,8e+07,8.1,53000,2010
"454",141,88,91,982,4000,120136047,3000,48500,9913,2,124,8e+07,5.6,0,2008
"455",163,91,77,208,1000,128200012,311,103022,1804,1,269,7.5e+07,6.3,0,2005
"456",155,138,610,805,12000,112225777,1000,283967,17087,0,535,8e+07,7.3,11000,1997
"457",144,99,163,495,11000,109993847,869,72326,12831,0,116,8e+07,6.1,0,2008
"458",226,117,0,818,15000,104054514,1000,200359,16828,0,1009,8e+07,7.7,0,2002
"459",204,117,221,503,11000,103028109,3000,172878,16325,1,203,8e+07,6.4,19000,2011
"460",95,54,NA,0,577,NA,4,213483,581,0,394,NA,8.8,55000,NA
"461",139,123,165,744,12000,101087161,878,225282,15362,6,339,7.5e+07,6.8,0,1997
"462",215,118,154,915,3000,101111837,982,150764,5637,3,318,8e+07,6.6,0,2008
"463",198,154,333,16000,22000,95632614,20000,118483,61110,3,674,7.9e+07,7.2,0,2003
"464",325,118,117,10000,18000,94822707,15000,227072,44797,0,560,8e+07,6.9,20000,2010
"465",53,90,10,159,49000,92969824,570,63625,50005,1,64,8e+07,5.2,0,1997
"466",167,113,101,913,14000,91188905,960,58184,17786,0,805,8e+07,4.9,0,1999
"467",46,88,30,366,13000,90443603,967,112167,15001,1,123,8e+07,6.3,0,1996
"468",147,93,189,38,1000,82226474,177,65499,1267,0,424,6.5e+07,5.6,0,2006
"469",276,104,301,71,18000,79363785,4000,139423,22194,0,698,8e+07,5.5,0,2008
"470",80,135,503,67,8000,76081498,137,76099,8355,1,162,7.5e+07,6.7,0,1997
"471",406,134,452,697,11000,85707116,8000,303185,20411,4,701,6.8e+07,7.6,82000,2014
"472",97,98,425,397,11000,74329966,643,60910,12729,2,164,7e+07,5.7,0,1998
"473",143,80,40,375,3000,100169068,642,16385,4394,0,100,8e+07,4.6,0,2010
"474",106,83,21,495,13000,73215310,503,44143,14261,0,216,8e+07,7,4000,2002
"475",178,102,153,269,3000,80360866,1000,44662,5392,1,127,8e+07,5.2,0,2011
"476",102,130,81,427,10000,69102910,882,58402,12186,0,370,8e+07,5.1,0,1998
"477",209,129,438,502,18000,65948711,1000,86422,20056,1,363,8e+07,6.6,0,2004
"478",19,117,69,87,898,821997,577,666,1753,0,40,NA,7,91,1997
"479",152,89,266,859,12000,169692572,11000,56501,26839,0,97,8e+07,6.7,16000,2015
"480",31,25,NA,474,1000,NA,960,11427,2614,1,71,NA,7.6,0,NA
"481",129,74,11,62,340,60507228,243,27543,814,0,186,8e+07,7.3,607,1999
"482",124,96,25,102,891,56684819,639,103787,1919,0,615,8e+07,5.9,3000,2002
"483",35,114,31,372,9000,50628009,496,22955,10731,0,88,9e+07,5.6,0,1998
"484",166,99,57,820,20000,69772969,3000,155532,25942,4,543,8e+07,6.5,0,2001
"485",137,129,258,163,2000,45356386,277,71574,2864,1,244,7.5e+07,5.9,951,2005
"486",121,113,25,129,49000,55350897,448,83560,49631,1,619,8.5e+07,7,32000,1998
"487",87,90,65,658,11000,39442871,11000,80639,25190,0,237,8e+07,5.3,0,2000
"488",233,118,0,871,13000,37899638,13000,98472,27114,2,492,8.8e+07,5.9,0,2005
"489",132,106,13000,733,20000,37754208,770,172217,22590,3,405,7e+07,6.3,0,1996
"490",63,81,92,8,23,NA,21,979,54,0,3,NA,6.4,257,2015
"491",95,117,93,904,12000,27779888,1000,55913,14831,2,182,NA,6.9,0,1997
"492",258,89,84,1000,13000,38542418,1000,151424,18132,5,252,8e+07,6.3,0,2009
"493",162,145,79,183,981,34566746,274,45231,1825,1,315,8e+07,7.3,0,2000
"494",61,114,357,366,13000,32885565,10000,53132,25126,0,101,8e+07,5.8,0,1996
"495",113,87,43,210,882,36073232,396,8913,1971,0,66,8e+07,5.2,0,2013
"496",174,119,64,41,743,21471685,117,65464,971,0,1308,4.4e+07,2.4,0,2000
"497",101,91,287,695,3000,20950820,739,24183,5593,4,160,8e+07,5.7,665,2003
"498",205,118,252,30,529,19673424,48,37446,619,4,232,8e+07,5.8,0,2009
"499",123,116,503,982,23000,19480739,18000,53057,43887,0,457,8e+07,5.6,0,2003
"500",79,177,0,582,766,17593391,674,56403,4346,1,376,8e+07,6,0,1997
"501",61,97,750,231,1000,18318000,971,24868,2521,0,216,8e+07,5.8,964,1998
"502",202,106,42,612,14000,27356090,788,58752,16922,0,117,9e+07,6,21000,2015
"503",145,106,14,0,2,17473245,0,47612,2,1,348,7e+07,5.7,995,2000
"504",101,94,0,14,563,15131330,80,25843,683,0,64,8.6e+07,6,941,2006
"505",113,104,63,7,67,19406406,63,7630,152,0,42,4e+07,7.8,0,2009
"506",113,102,0,212,1000,1891821,307,16474,1890,0,301,5.2e+07,4.2,785,2005
"507",272,105,545,74,795,23219748,172,84508,1099,0,308,8e+07,5.6,20000,2014
"508",3,89,0,20,163,NA,94,230,370,0,1,8e+06,4.4,138,2015
"509",205,135,2000,535,1000,170708996,592,610568,2827,0,1171,5.8e+07,8.2,29000,2001
"510",186,73,28,847,2000,422783777,886,644348,6458,0,656,4.5e+07,8.5,17000,1994
"511",178,94,62,722,14000,103812241,12000,67296,27842,3,133,7.9e+07,5.8,0,2012
"512",169,95,18,18,622,119793567,161,64387,848,0,85,7.8e+07,6.5,15000,2013
"513",210,124,420,876,22000,92930005,12000,204063,35867,0,764,7.8e+07,7.2,0,2002
"514",140,136,394,1000,24000,67286731,10000,67856,36925,1,345,1e+08,6.7,0,2004
"515",156,91,221,553,14000,74158157,11000,60370,27405,2,264,7.9e+07,3.4,0,2011
"516",150,107,309,771,23000,127083765,787,191912,25296,5,370,7.6e+07,5.9,0,2003
"517",119,108,54,6000,12000,1339152,11000,28276,30230,1,64,81200000,7.8,31000,2015
"518",232,99,101,327,1000,15071514,422,65037,2323,2,273,8e+07,5.9,0,2007
"519",49,92,5,924,22000,26000610,1000,16611,28050,0,197,7.6e+07,4.1,413,2000
"520",165,87,11,745,1000,323505540,904,24407,4782,0,155,7.5e+07,6.8,36000,2016
"521",202,110,45,845,1000,66462600,872,141533,4714,3,786,7.8e+07,5.8,0,2003
"522",306,98,275,1000,7000,368049635,2000,286877,11905,0,284,7.6e+07,7.5,56000,2013
"523",185,154,776,933,10000,306124059,2000,430055,16785,0,856,7.5e+07,6.9,16000,1996
"524",177,129,14000,227,610,229074524,506,278362,1635,0,552,7.3e+07,6.5,0,1997
"525",181,86,35,179,851,193136719,436,266636,1777,0,385,7.5e+07,6.9,0,2005
"526",372,109,0,18,16000,35286428,430,361767,16479,0,1206,7.6e+07,7.9,17000,2006
"527",290,104,0,505,20000,157299717,764,452928,21397,0,1401,7.5e+07,7.4,0,2000
"528",316,110,335,988,11000,134568845,11000,299852,25763,0,713,7.5e+07,6.7,0,2008
"529",122,136,0,904,12000,134006721,2000,259492,15999,1,415,7.5e+07,7.4,51000,1996
"530",164,115,107,241,835,195329763,590,194249,1815,0,253,8e+07,6.9,0,2006
"531",147,99,88,328,11000,120776832,427,266103,12952,2,456,7.5e+07,6.8,11000,2004
"532",219,117,163,260,719,118823091,339,98693,1673,9,401,7.5e+07,6.7,0,2007
"533",167,125,212,394,613,41814863,422,28635,1970,0,308,5e+07,5.1,893,2004
"534",70,110,16,692,2000,97360069,710,36491,5320,0,231,7.5e+07,4.1,509,1999
"535",384,125,255,963,11000,117698894,988,447979,13312,6,629,7.5e+07,7.3,105000,2013
"536",179,102,221,4000,12000,162001186,11000,181443,28497,4,311,8e+07,6,12000,2010
"537",151,128,14000,232,15000,77032279,466,303864,16199,0,596,6e+07,7.3,16000,2004
"538",12,43,NA,218,1000,NA,560,36919,1990,1,94,NA,7.5,10000,NA
"539",107,100,87,446,3000,73023275,576,16271,5174,4,57,3.5e+07,5.4,1000,2009
"540",134,124,258,748,867,68473360,826,49536,3424,0,379,7.5e+07,5.9,0,2000
"541",269,102,0,15000,22000,66636385,15000,88451,60646,1,289,7.5e+07,7.1,0,2007
"542",143,90,10,11000,22000,160762022,17000,132415,63165,0,288,7.5e+07,6,0,2004
"543",241,130,386,525,912,103338338,549,55901,2856,0,503,7e+07,6.5,0,2006
"544",12,45,NA,0,374,NA,130,29450,504,1,67,NA,8.3,0,NA
"545",161,118,473,680,12000,55808744,1000,59435,15889,4,323,5.3e+07,5.7,0,2005
"546",298,163,14000,412,745,47379090,486,176936,2529,0,824,7e+07,7.6,0,2005
"547",89,142,845,787,13000,43426961,1000,93494,16580,1,394,7e+07,6.6,0,2003
"548",140,100,126,925,19000,47000485,1000,72867,25206,2,120,7.5e+07,5.4,0,2010
"549",362,116,0,104,15000,45434443,509,175960,15735,2,360,7.5e+07,7.3,43000,2015
"550",124,131,274,138,11000,42044321,964,65668,12522,2,342,8e+07,6.5,0,2004
"551",190,91,27,925,12000,73661010,970,71137,17299,0,229,7.5e+07,6.6,0,2006
"552",132,123,272,193,13000,41523271,450,57038,13934,2,261,8e+07,6.6,0,2001
"553",53,134,109,249,919,37600435,303,55350,1695,3,180,5.5e+07,5.9,0,1995
"554",91,148,72,99,582,39251128,103,31080,804,2,217,7.5e+07,6.7,0,1999
"555",284,110,763,222,15000,83503161,1000,138190,16691,1,405,7.5e+07,6.1,30000,2011
"556",152,113,17,759,87000,34636443,13000,93790,103354,0,288,5.2e+07,6.6,0,2005
"557",131,94,383,886,13000,22751979,1000,52244,15857,0,377,7.5e+07,6.6,0,2000
"558",132,116,41,541,11000,30013346,982,31293,14028,2,254,7.5e+07,5.3,648,2003
"559",67,99,545,533,933,14567883,722,44248,2542,1,373,7.5e+07,6,0,1998
